,target,text
2318,0,waqt se pehle naseeb se zyada kisi ko kuch nahi miltazindgi wo nahi jo hum sochte hai zindgi wo hai jo ham jeetey hai
5847,1,10 new message
4893,0,miserable dont tell u effects birth control massive gut wrenching cramps months didnt sleep night
4266,0,ltdecimalgt m common car better buy china asia find expensive ill holla
5912,1,current and leading bid scheme pause at auction send out customer care
3698,1,winner specially selected receive cash award speak live operator claim cost 
2534,0,glad went come well plenty time claire goes work
3989,0,hello sort town already dont rush home eating nachos let know eta
3496,1, win meetgreet westlife u currently tour text cost std text
822,0,road cant txt
2488,0,k ill drinkpa doing need srs model pls send mail id pa
1772,0,watching tv now got new job 
2681,0,solve d case man found murdered ltdecimalgt ltgt afternoon wife called police questioned everyone siri sleeping murder took place cooking picking vegetables went d post office went play went marriage police arrested d murderer immediately whos it reply reason u r brilliant
1603,0,ok pa problem
3517,0,well cos said didnt nighters persevered found cheap apologise advance sleep isnt it
125,0,predict wat time finish buying
5168,0,ive got salt rub open wounds like
7540,1,urgent communication attempt contact u prize yesterday awaiting internet collection service claim
3324,0,said u mind bedroom minute ok sed sexy mood came minuts latr wid caken wife
6089,1,a wont believe its being true its incredible txts reply g learn lesson truly why amazing things sometimes blow their mind
4756,0,u wan haf lunch im da canteen now
6088,1,sms ac blind date aberdeen scottish united mainland kingdom voice check sms blind dates send me hide
5527,0,total disappointment texted craziest shit got 
313,0,says hell friends got money hes definitely buying end week
1180,0,day class class
2308,1,win year supply cds store ur choice worth enter weekly draw txt music tscs 
6149,1,hi ur lookin saucy daytime fun time wiv busty baby married me woman you free b week of chat show sort time janinexx
2281,0,r comin dinner
2395,0,dont run away frm u walk slowly amp kills u dont care stop me
801,1,chance claim ur worth discount vouchers today text shop now savamob offers mobile t cs savamob sub 
6024,1,freemessage audio jamsterget out crazy loud frog sound now digital poly text pro real text live crazy sounds for gbpweek and tcs apply
5049,0,yeah basically time week away mom amp 
7172,1,the customer service representative for freephone won near guaranteed cash prize
6362,1,dear uve invited in xchat as final in attempt to contact u domain txt chat
3027,0,finished lunch already u wake already
6373,1,mobile phone months and more u s r entitled apps update latest colour mobiles camera app free mobile update google co free
2621,0,come
334,0,chance evaporated soon violated privacy stealing phone number employers paperwork cool all contact report supervisor
3473,0,think im waiting bus inform there there
2690,0,ya ok vikky vl c witin ltgt mins il reply u
7338,1,a congratulations thanks good my friend u who won xmas prize a claim easy now any minute btnationalrate
5369,0,hi mom later ltgt
2195,0,hi email address changed
1991,0,hi darlin ive got nice night thanks lift u tomorrow xxx
5537,1,want explicit sex secs ring now costs gsex pobox 
4826,0,going sleep tired travel
3755,1,bloomberg message center wait apply future bloombergcom
4720,0,aiyo lesson early im sleepin haha okie u home liao den confirm w lor
5088,0,wont de
779,0,happy new year dear brother miss you got number decided send text wishing happiness abiola
1867,0,buy wif meet later can
6161,1,congrats friends nokia video camera phone calls radio cost ave might vary on mobiles close distance post home ldn
4118,0,sure thing big man hockey elections shouldnt longer hour
269,0,evo download flash jealous
7324,1,month upto ip calls ur standard o network charge at activate c code cost min min mobcudb
4632,0,got hella gas money want grand nature adventure galileo little bit
6079,1,win u win music station gift shop vouchers the week starting the txt word draw tscs at wwwidewcom the skillgame
2582,0,yup im elaborating safety aspects issues
7414,1,mr u 3 r show winner u 5 ave specially selected from receive cash holiday flights inc speak live operator claim
6627,1,important phone information orange user today from lucky log theres this fantastic surprise awaiting your you
270,1,ringtone club uk singles chart mobile week choose quality ringtone message free charge
3151,0,yo howz u girls rang india l
2018,0,better bb wont use it wife doctor
2213,0,days billion classes right
3186,0,maybe woke fucking wouldnt problem
7008,1,free week nokia virtual tone told ur content mob for week from txt nokia txting tell ur mates network wwwgetzedcouk user pobox
3167,1,hot live fantasies min ntt ltd po box croydon 
5082,0,amazing rearrange letters gives meaning dormitory dirty room astronomer moon starer eyes election results lies lets recount motherinlaw woman hitler plus twelve plus amazing 
2437,0,btw try guy commit random dude
840,1,chance claim ur worth discount voucherstext yes nowsavamobmember offers mobile t cs sub remove txt x stop
7023,1,money ur the chance may win event cash wk a txt play card tscs wwwmusictrivianet custcare
1647,0,thts wat wright brother fly
2918,0,yes fine love you safe
5722,1,am great american news freefone sale claim guaranteed cash gift radio speak live operator now
2080,0,like noon
598,1,important customer service announcement freephone now
6013,1,january male sale hot peak gay video chat cheaper national subscription rate cheap peak single stop texts
1765,1,hi ibh customer loyalty offer new mobile txtauctiontxt wordstart 
726,0,got it looks scrumptious daddy wants eat night long
1755,0,schedule week town weekend
4706,0,hey 
4934,0,free sir
7430,1,u secret admirer reveal r thinks u think r special opt open reply on reveal stop msg a recd cust of care
7155,1,visa urgent need landline pay cash luxury canary islands holiday inn await collection tcs sae te po box
6215,1,bloomberg message switching center live wait time apply future bloombergcom
5408,0, pub
6920,1,uk break lease accommodationvouchers terms and conditions in apply claim process mustprovide claim in number
5544,0,im taking derek amp taylor walmart im time youre leave mouse desk ill text priscillas ready
3248,0, gonna ring weekend wot
634,0,got it seventeen pounds seven ml hope ok
2949,0,nope ill b going sch fri early lor cos mys sis got paper da morn 
5642,1,freemsg connect fancy flirt iphone reply date join uks fastest fastest growing broadband mobile phone dating service at msgs wireless rcvd optout txt stop mobile reply message date now
2400,0,oh kay sat right
3628,0,chance there search hard itlet try 
3445,0,yes dont care cause know there
3617,0,ask macho price range is want new plus interfued blackberry bold ltgt bb
7055,1,c oh god ive found number again im glad for text xafter d msgs e cst d std n ntwk s chg
1596,0,pls confirm time collect cheque
2608,0, yeah lol luckily didnt starring role like you
4580,0,plans yet 
4047,1,win cash prize prize worth 
3489,0,checked da 
1433,0,thanks ve lovely wisheds rock
393,0,morning ok
5235,0,uworld site buying qbank buying self assessment also
1521,1,urgent mobile awarded bonus caller prize attempt contact you bt national rate
3763,1,free week nokia tone ur mob week txt nokia txting tell ur mates wwwgetzedcouk pobox 
4550,0,haha friend tyler literally asked dubsack
820,0,boo babe u enjoyin yourjob u b gettin hunnyhope ure oktake care illspeak soonlots loveme xxxx
5179,0,hi hope u r ok said text hasnt u seen him let gently
3256,0,hi kate u ring asap xxx
4785,0,way 
3462,0,k yan jiu liao sat bugis vill frm den hop parco nb sun cine frm den hop orc mrt hip hop 
6968,1,smart double mins 3 txts base orange price linerental plus motorola mobile sonyericsson btooth classic freenokia free
1743,0,ey calm downon theacusations itxt u cos iwana know wotu r doin thewend haventcn u agesring ur nething satlove j xxx
309,1,themob check newest selection content games tones gossip babes sport mobile fit funky text wap 
7015,1,all unique to enough who find august 19 wwwareyouuniquecouk
860,0,somebody named tampa
7426,1,customer service representative freephone won one guaranteed series cash second prize
2836,0,ya fine bbdpooja pimpleseven blackand ur rite cold wearing sweatter
2913,0,didnt tell thatnow im thinking plus hes going stop runs
2460,0,nope talk greet you
3563,0,chance there search hard itlet try 
422,1,contacted dating service entered phone fancy you find landline 
2138,0,came hostel
1411,0,pls speak customer machan
6180,1,flirting now txt girl becomes bloke ur an age an eg wonder girl zoe join others chatting
913,0,cant feel nauseous im pissed didnt eat sweets week cause today planning pig out dieting week im hungry 
6591,1,may england v montenegro macedonia scotland dont r miss england goalsteam news txt o ur national team wales eg england trywales scotland
7156,1,many realize years a well killed thousands old ladies running tattoos
1269,1,u phone now wanna chat set meet u cum luv jane xx 
4139,0,good no dont need receiptswell done yes tell whats number ring
690,1,forwarded immediately urgent message waiting you
3690,0,coming tonight
3556,1,month upto calls ur standard network charge activate c cost min mobcudb
4846,0,missing toopray inshah allah
6759,1,hmv bonus bonus special pounds plus genuine currency hmv bonus vouchers won answer easy asked questions play them now send hmv
